Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen_Width,Screen_Height,CPU_Brand,CPU_Frequency,Memory_Amount,Memory_Type,GPU_Brand
Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.5,839.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,3840,2160,Intel,1.6,128000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,1.93,959.0,1366,768,Intel,2.6,500000,HDD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,1920,1080,Intel,1.1,500000,HDD,Intel
Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,1366,768,Intel,2.5,500000,HDD,Intel
HP,Workstation,17.3,8,Windows 10,3.14,1860.99,1600,900,Intel,2.8,500000,HDD,Nvidia
HP,Notebook,14.0,8,Windows 10,1.94,389.0,1366,768,Intel,1.6,2000000,HDD,Intel
HP,Notebook,15.6,6,Windows 10,1.95,649.0,1920,1080,AMD,3.0,256000,SSD,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,1920,1080,Intel,1.6,500000,HDD,Intel
Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Linux,2.2,749.01,1920,1080,Intel,2.7,256000,SSD,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,1366,768,Intel,2.6,500000,HDD,Intel
HP,Notebook,13.3,4,Windows 10,1.49,719.0,1920,1080,Intel,2.4,128000,SSD,Intel
Dell,Notebook,15.6,16,Windows 10,1.93,1537.39,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Netbook,11.6,4,Chrome OS,1.26,295.0,1366,768,Intel,1.6,16000,Flash,Intel
HP,Gaming,17.3,16,Windows 10,3.78,1498.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,1920,1080,Intel,2.6,256000,SSD,Intel
Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,1366,768,Intel,1.8,1000000,HDD,Intel
Asus,Gaming,17.3,8,Windows 10,2.73,1770.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
Asus,2in1_Convertible,15.6,8,Windows 10,2.2,739.0,1366,768,Intel,2.5,1000000,HDD,Intel
Lenovo,Notebook,15.6,12,Windows 10,2.2,949.0,1920,1080,AMD,3.6,512000,SSD,AMD
Dell,2in1_Convertible,11.6,4,Windows 10,1.39,603.0,1366,768,Intel,1.0,128000,SSD,Intel
Lenovo,Notebook,17.3,4,No OS,2.8,529.0,1920,1080,Intel,2.0,500000,HDD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,1366,768,Intel,2.3,1000000,HDD,Intel
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.37,2025.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.7,1474.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,2in1_Convertible,12.5,8,Windows 10,1.34,1670.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Workstation,15.6,8,Windows 10,2.06,1763.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
HP,Notebook,15.6,8,Windows 10,1.84,1219.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.1,668.48,1366,768,Intel,2.4,500000,HDD,Intel
Acer,Notebook,14.0,4,Windows 10,1.6,329.0,1920,1080,Intel,1.1,32000,Flash,Intel
Dell,Notebook,15.6,4,Linux,2.18,465.0,1366,768,Intel,2.0,1000000,HDD,AMD
Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Lenovo,2in1_Convertible,15.6,8,Windows 10,2.0,1299.0,1920,1080,Intel,2.8,256000,SSD,Intel
Acer,Notebook,14.0,4,Windows 10,1.6,349.0,1366,768,Intel,1.6,128000,Flash,Intel
Lenovo,Notebook,15.6,32,Windows 10,2.5,4899.0,3840,2160,Intel,3.1,1000000,SSD,Nvidia
Dell,Gaming,15.6,16,Windows 10,2.59,879.01,1920,1080,Intel,2.6,1000000,HDD,Nvidia
Dell,Notebook,15.6,4,Linux,2.18,443.9,1366,768,Intel,2.0,1000000,HDD,Intel
Dell,Notebook,15.6,4,Linux,2.25,359.0,1366,768,Intel,2.0,1000000,HDD,Intel
Dell,Notebook,15.6,4,Linux,1.93,869.0,1366,768,Intel,2.6,500000,HDD,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,1168.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,15.6,4,Linux,2.18,569.0,1920,1080,Intel,2.5,128000,SSD,AMD
HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,1920,1080,Intel,2.7,512000,SSD,Intel
Acer,2in1_Convertible,11.6,4,Chrome OS,1.25,379.0,1366,768,Intel,1.6,32000,Flash,Intel
HP,Notebook,14.0,8,Windows 10,2.31,1124.0,1366,768,Intel,2.6,256000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 7,1.65,1465.0,1920,1080,Intel,2.3,256000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,2.2,776.0,1920,1080,Intel,1.6,1000000,HDD,AMD
HP,Notebook,15.6,4,Windows 7,1.88,932.0,1366,768,Intel,2.3,500000,HDD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,4,No OS,2.2,468.0,1920,1080,Intel,2.5,128000,SSD,Intel
Asus,2in1_Convertible,13.3,6,Windows 10,1.5,639.01,1920,1080,Intel,2.5,1000000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Ultrabook,14.0,16,Windows 10,1.1,1900.0,1920,1080,Intel,2.7,512000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,1920,1080,Intel,1.6,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,579.0,1920,1080,Intel,2.0,1000000,HDD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.0,399.0,1366,768,Intel,1.1,1000000,HDD,Intel
Asus,Notebook,15.6,8,Windows 10,1.99,906.62,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.23,1869.0,3200,1800,Intel,1.6,256000,SSD,Intel
Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,1366,768,Intel,1.6,32000,Flash,Intel
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.37,1757.42,1920,1080,Intel,2.7,256000,SSD,Intel
Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,3840,2160,Intel,2.8,1000000,SSD,Nvidia
Lenovo,Gaming,15.6,8,Windows 10,2.5,1109.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
HP,Notebook,17.0,8,Windows 10,2.6,520.9,1600,900,AMD,3.0,1000000,HDD,AMD
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,1920,1080,Intel,2.7,512000,SSD,Intel
Asus,Gaming,15.6,8,No OS,2.5,1169.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.4,450.0,1366,768,Intel,2.0,500000,HDD,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.43,274.0,1366,768,Intel,1.6,32000,Flash,Intel
Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1584.0,1920,1080,Intel,2.7,256000,SSD,Intel
Asus,Gaming,17.3,32,Windows 10,3.8,2799.0,1920,1080,Intel,2.7,512000,SSD,Nvidia
Acer,Gaming,15.6,8,Linux,2.4,709.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.9,1920,1080,Intel,1.6,256000,SSD,Intel
HP,Notebook,15.6,4,No OS,1.86,364.9,1366,768,Intel,2.0,500000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,919.0,1920,1080,Intel,1.8,256000,SSD,AMD
Dell,Notebook,15.6,16,Windows 10,2.2,1135.0,1920,1080,Intel,1.8,256000,SSD,AMD
Lenovo,Gaming,15.6,8,Windows 10,3.31,1196.0,1920,1080,Intel,2.6,128000,SSD,Nvidia
Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,3840,2160,Intel,2.8,512000,SSD,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.56,1229.0,1920,1080,Intel,2.4,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,419.0,1366,768,Intel,1.1,500000,HDD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,535.0,1920,1080,Intel,2.3,500000,HDD,Intel
HP,Notebook,15.6,6,Windows 10,2.04,539.0,1920,1080,Intel,2.0,1000000,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,2.06,955.0,1920,1080,Intel,2.5,1000000,HDD,Intel
HP,Notebook,15.6,8,Windows 10,2.1,745.0,1920,1080,Intel,2.7,1000000,HDD,AMD
Acer,Notebook,15.6,4,Linux,2.1,412.0,1366,768,Intel,2.0,128000,SSD,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.9,817.95,1920,1080,Intel,2.5,128000,SSD,AMD
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.3,1034.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,1366,768,AMD,2.2,128000,SSD,AMD
HP,2in1_Convertible,14.0,4,Windows 10,1.63,699.0,1920,1080,Intel,2.4,128000,SSD,Nvidia
Asus,Ultrabook,14.0,8,Windows 10,1.1,1135.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,2in1_Convertible,11.6,8,Chrome OS,1.4,495.0,1366,768,Intel,1.1,64000,Flash,Intel
Acer,Gaming,15.6,16,Windows 10,2.5,1299.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Asus,Notebook,15.6,4,Windows 10,1.86,419.0,1366,768,Intel,1.1,128000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,3.21,2051.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Notebook,17.3,4,Windows 10,2.5,699.0,1920,1080,Intel,2.0,256000,SSD,AMD
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.19,1499.0,1920,1080,Intel,1.8,512000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,3.49,2813.75,1920,1080,Intel,2.9,256000,SSD,Nvidia
HP,Notebook,15.6,4,Windows 10,1.86,612.61,1366,768,Intel,2.5,500000,HDD,AMD
Dell,Notebook,15.6,4,Windows 10,2.2,545.67,1366,768,Intel,2.0,1000000,HDD,AMD
HP,Notebook,17.3,6,Windows 10,2.65,569.0,1920,1080,AMD,2.4,2000000,HDD,AMD
Lenovo,Notebook,15.6,4,Windows 10,2.1,318.0,1366,768,Intel,1.6,500000,HDD,Intel
Acer,Notebook,14.0,4,Chrome OS,1.45,375.0,1366,768,Intel,1.6,32000,Flash,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.7,699.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Workstation,17.3,8,Windows 10,3.14,1907.99,1920,1080,Intel,2.8,500000,HDD,Nvidia
Lenovo,2in1_Convertible,14.0,8,Windows 10,1.42,2590.0,2560,1440,Intel,2.7,256000,SSD,Intel
Acer,Netbook,11.6,4,Windows 10,1.4,269.0,1366,768,Intel,1.6,32000,Flash,Intel
Lenovo,2in1_Convertible,14.0,16,Windows 10,1.38,1749.0,1920,1080,Intel,2.7,512000,SSD,Intel
Asus,2in1_Convertible,12.5,4,Chrome OS,1.2,669.0,1920,1080,Intel,0.9,64000,Flash,Intel
HP,Notebook,15.6,4,Windows 10,2.1,689.0,1920,1080,Intel,2.7,500000,HDD,AMD
Dell,Gaming,15.6,8,Windows 10,2.56,819.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,1920,1080,AMD,2.9,256000,SSD,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,1366,768,AMD,3.6,1000000,HDD,AMD
Lenovo,Notebook,15.6,4,Windows 10,2.1,621.45,1920,1080,Intel,2.5,1000000,HDD,Intel
Lenovo,Notebook,15.6,4,No OS,1.9,450.0,1366,768,Intel,2.0,500000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.18,795.0,1920,1080,Intel,2.5,256000,SSD,Intel
Acer,2in1_Convertible,13.3,8,Windows 10,1.6,999.0,1920,1080,Intel,1.6,256000,SSD,Intel
Lenovo,Workstation,15.6,16,Windows 7,2.18,1855.0,1920,1080,Intel,2.5,512000,SSD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.8,1191.0,1920,1080,Intel,2.3,256000,SSD,Intel
HP,Notebook,17.3,6,Windows 10,2.71,655.01,1920,1080,AMD,2.5,2000000,HDD,AMD
Lenovo,Gaming,15.6,8,Windows 10,2.5,1249.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,14.0,8,Linux,1.64,1089.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Linux,1.98,726.0,1920,1080,Intel,2.5,1000000,HDD,Intel
Asus,Notebook,14.0,4,Windows 10,1.5,298.0,1920,1080,Intel,1.1,32000,Flash,Intel
Dell,Notebook,15.6,16,Windows 10,1.93,1426.66,1920,1080,Intel,2.6,512000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,1920,1080,Intel,2.5,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,1.9,1179.0,1920,1080,Intel,2.6,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.19,298.0,1366,768,AMD,2.0,500000,HDD,AMD
HP,Notebook,17.3,8,Windows 10,2.63,1200.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,1686.64,2560,1440,Intel,2.5,512000,SSD,Intel
HP,2in1_Convertible,13.3,8,Windows 10,1.58,836.6,1366,768,Intel,2.5,256000,SSD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1499.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Gaming,17.3,32,Windows 10,4.36,3659.4,3840,2160,Intel,2.8,1000000,SSD,Nvidia
Lenovo,Notebook,15.6,4,No OS,1.9,489.9,1366,768,Intel,2.5,1000000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,719.0,1920,1080,Intel,1.6,128000,SSD,AMD
Dell,2in1_Convertible,13.3,4,Windows 10,1.71,649.0,1920,1080,Intel,2.4,1000000,HDD,Intel
Dell,Notebook,15.6,8,Linux,2.32,589.52,1366,768,Intel,2.5,1000000,HDD,AMD
HP,Notebook,15.6,4,Windows 10,2.1,489.0,1920,1080,AMD,3.0,1000000,HDD,AMD
Acer,Gaming,17.3,16,Windows 10,4.2,1935.0,1920,1080,Intel,2.6,128000,SSD,Nvidia
Dell,Notebook,15.6,12,Windows 10,2.25,649.0,1366,768,Intel,2.5,1000000,HDD,Intel
HP,Notebook,15.6,6,Windows 10,2.1,650.0,1920,1080,AMD,3.0,128000,SSD,AMD
Acer,Notebook,15.6,4,Windows 10,2.4,559.0,1366,768,Intel,2.5,500000,HDD,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Notebook,15.6,4,Windows 10,1.85,779.0,1920,1080,Intel,2.7,1000000,HDD,Intel
HP,Workstation,15.6,16,Windows 10,2.6,2419.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,2in1_Convertible,13.3,8,Windows 10,1.55,659.0,1920,1080,Intel,1.6,1000000,HDD,Intel
Acer,Notebook,15.6,4,Windows 10,2.4,410.8,1366,768,Intel,2.0,500000,HDD,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,1207.0,1920,1080,Intel,2.7,128000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.0,665.0,1366,768,Intel,2.0,256000,SSD,Intel
Lenovo,2in1_Convertible,14.0,8,Windows 10,1.7,999.0,1920,1080,Intel,2.5,256000,SSD,Intel
Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,3840,2160,Intel,2.8,1000000,SSD,Nvidia
Acer,Notebook,14.0,2,Chrome OS,1.68,330.0,1366,768,Intel,1.6,32000,Flash,Intel
HP,Notebook,15.6,8,Windows 10,1.86,539.0,1920,1080,Intel,2.0,256000,SSD,Intel
Dell,Notebook,14.0,8,Windows 10,1.6,1126.71,1366,768,Intel,2.5,256000,SSD,Intel
HP,Workstation,17.3,16,Windows 7,3.0,4389.0,1920,1080,Intel,2.9,256000,SSD,Nvidia
Lenovo,Netbook,11.6,4,Windows 10,1.4,475.0,1366,768,Intel,1.6,128000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,1.84,1900.0,1920,1080,Intel,2.4,256000,SSD,Intel
Asus,Notebook,15.6,4,No OS,2.45,579.0,1366,768,Intel,2.3,1000000,HDD,Nvidia
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,1096.0,1920,1080,Intel,2.3,180000,SSD,Intel
Asus,Notebook,15.6,4,Windows 10,2.37,849.9,1366,768,Intel,2.7,256000,SSD,Intel
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.3,1199.0,3200,1800,Intel,1.8,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,2.2,1099.0,1920,1080,Intel,2.5,128000,SSD,Nvidia
HP,Workstation,15.6,8,Windows 7,2.59,1561.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
Dell,Gaming,15.6,16,Windows 10,4.42,2868.99,3840,2160,Intel,2.8,256000,SSD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.1,599.0,1366,768,Intel,2.5,256000,SSD,Intel
Lenovo,Gaming,15.6,8,Windows 10,2.5,1048.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Ultrabook,12.5,16,Windows 10,1.18,1859.0,1920,1080,Intel,2.8,256000,SSD,Intel
Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,3200,1800,Intel,2.5,256000,SSD,Intel
Dell,Notebook,13.3,4,Windows 10,1.65,849.0,1366,768,Intel,2.0,500000,HDD,Intel
Acer,Notebook,13.3,4,Windows 10,1.6,655.0,1366,768,Intel,2.3,128000,SSD,Intel
Asus,Notebook,17.3,4,Windows 10,2.8,470.34,1366,768,Intel,1.1,1000000,HDD,Nvidia
Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,3840,2160,Intel,2.6,128000,SSD,Nvidia
Acer,Notebook,15.6,4,Linux,2.1,298.0,1366,768,Intel,1.1,1000000,HDD,Intel
Dell,Notebook,15.6,16,Windows 10,2.3,1181.27,1920,1080,Intel,2.7,256000,SSD,AMD
Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,1366,768,Intel,2.3,256000,SSD,Intel
Asus,2in1_Convertible,15.6,12,Windows 10,2.3,839.0,1920,1080,Intel,2.7,2000000,HDD,Nvidia
Lenovo,Notebook,15.6,16,Windows 7,2.5,2370.0,3840,2160,Intel,2.7,512000,SSD,Nvidia
Acer,Notebook,14.0,4,Windows 10,1.8,636.0,1920,1080,Intel,2.4,128000,SSD,Intel
Asus,Notebook,15.6,8,Windows 10,2.0,581.9,1920,1080,Intel,1.1,128000,SSD,Intel
Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1920,1080,Intel,2.8,1000000,SSD,Nvidia
Asus,Gaming,17.3,16,Windows 10,4.3,2350.0,1920,1080,Intel,2.6,256000,SSD,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,329.0,1366,768,Intel,1.6,1000000,HDD,Intel
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Gaming,15.6,4,Windows 10,2.4,999.0,1920,1080,Intel,2.8,1000000,HDD,Nvidia
Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Dell,Gaming,15.6,8,Windows 10,2.62,985.0,1920,1080,Intel,2.5,256000,SSD,Nvidia
Asus,Gaming,15.6,8,Windows 10,2.24,1339.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Lenovo,2in1_Convertible,13.3,8,Windows 10,1.37,1970.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,2in1_Convertible,15.6,8,Windows 10,2.08,959.0,1920,1080,Intel,2.5,256000,SSD,AMD
Lenovo,2in1_Convertible,14.0,8,Windows 10,1.42,2330.0,2560,1440,Intel,2.5,256000,SSD,Intel
Asus,Notebook,14.0,4,Windows 10,1.63,299.0,1366,768,Intel,1.1,32000,Flash,Intel
Dell,Notebook,15.6,8,Windows 10,1.95,810.0,1366,768,Intel,2.5,128000,SSD,Intel
Lenovo,2in1_Convertible,13.9,8,Windows 10,1.38,1349.0,1920,1080,Intel,2.7,256000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,739.0,1920,1080,Intel,2.0,256000,SSD,AMD
HP,Workstation,15.6,8,Windows 10,3.14,2064.9,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.37,1099.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,3840,2160,Intel,2.5,256000,SSD,Nvidia
Dell,Netbook,11.6,4,Windows 10,1.63,744.0,1366,768,Intel,1.1,128000,SSD,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1389.0,1366,768,Intel,2.6,256000,SSD,Intel
HP,Notebook,15.6,8,Windows 10,2.04,629.0,1366,768,AMD,2.5,2000000,HDD,AMD
Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,3840,2160,Intel,2.8,512000,SSD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
HP,Gaming,17.3,12,Windows 10,3.74,1749.0,1920,1080,Intel,2.8,1000000,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,1.98,961.0,1920,1080,Intel,2.7,1000000,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,789.81,1920,1080,Intel,2.5,256000,SSD,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1859.0,1920,1080,Intel,2.7,256000,SSD,Intel
HP,Netbook,11.6,4,Chrome OS,1.23,385.0,1366,768,Intel,1.6,16000,Flash,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,2505.02,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,14.0,4,Windows 10,1.76,755.0,1366,768,Intel,2.3,500000,HDD,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,1366,768,Intel,2.0,500000,HDD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,1920,1080,Intel,2.7,512000,SSD,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,1920,1080,Intel,2.5,256000,Flash,Intel
Asus,2in1_Convertible,13.3,8,Windows 10,1.1,1358.0,1920,1080,Intel,2.5,256000,SSD,Intel
Dell,Notebook,14.0,4,Windows 10,1.76,585.0,1366,768,Intel,2.0,500000,HDD,Intel
Acer,Netbook,11.6,4,Chrome OS,1.35,355.0,1366,768,Intel,1.6,32000,Flash,Intel
Acer,Notebook,14.0,8,Windows 10,1.5,619.0,1920,1080,Intel,2.4,128000,SSD,Intel
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2099.0,2560,1440,Intel,2.6,512000,SSD,Intel
Asus,Notebook,15.6,4,Linux,2.1,519.0,1920,1080,Intel,2.5,1000000,HDD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,1920,1080,Intel,2.3,256000,SSD,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,1920,1080,Intel,2.6,256000,SSD,Intel
Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Gaming,17.3,16,Windows 10,2.9,2419.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Lenovo,Notebook,14.0,4,Chrome OS,1.5,325.0,1366,768,Intel,1.6,16000,Flash,Intel
Asus,Notebook,15.6,8,Windows 10,2.3,590.0,1920,1080,Intel,2.5,128000,HDD,Intel
Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,1920,1080,Intel,2.6,512000,SSD,Nvidia
Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,1920,1080,Intel,2.8,512000,SSD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.63,910.0,1600,900,Intel,2.5,1000000,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,713.99,1366,768,Intel,2.5,128000,SSD,Intel
HP,Ultrabook,14.0,8,Windows 7,1.54,1870.0,1920,1080,Intel,2.5,512000,SSD,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,739.0,1920,1080,Intel,2.7,256000,SSD,AMD
HP,2in1_Convertible,11.6,4,Chrome OS,1.4,615.0,1366,768,Intel,1.1,32000,Flash,Intel
Asus,Ultrabook,13.3,8,Windows 10,1.45,1026.0,1920,1080,Intel,2.3,512000,SSD,Nvidia
HP,2in1_Convertible,13.3,8,Windows 10,1.28,2277.0,1920,1080,Intel,2.5,256000,SSD,Intel
HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,1920,1080,Intel,2.5,512000,SSD,Intel
HP,Notebook,15.6,4,No OS,1.86,299.0,1366,768,Intel,1.6,128000,SSD,Intel
Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,1920,1080,Intel,2.8,128000,SSD,Nvidia
Dell,Notebook,17.3,8,Linux,2.83,865.0,1920,1080,Intel,2.7,1000000,HDD,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,1920,1080,Intel,2.8,256000,SSD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.3,787.0,1920,1080,Intel,2.7,256000,SSD,Nvidia
Dell,Notebook,15.6,8,Windows 10,1.9,945.0,1920,1080,Intel,2.5,128000,SSD,Intel
Asus,Notebook,15.6,4,Windows 10,2.0,449.0,1366,768,Intel,1.1,1000000,HDD,Intel
HP,2in1_Convertible,13.3,8,Windows 10,1.28,2559.0,1920,1080,Intel,2.8,256000,SSD,Intel
Dell,Notebook,13.3,8,Windows 10,1.62,649.0,1920,1080,Intel,2.3,1000000,HDD,Intel
Lenovo,Notebook,15.6,4,No OS,2.2,469.0,1920,1080,Intel,2.0,1000000,HDD,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,1920,1080,Intel,2.5,1000000,HDD,Intel
